vowelSAMPA,F0,F1_Hz,F2_Hz,F3_Hz,target
i,255.3333333,281.3333333,2260,3327.333333,0
O~,238.3333333,471.3333333,1675.666667,2709.333333,1
u,212,371.6666667,1735.666667,2729,0
a~,211.6666667,485,1360.333333,2646.666667,1
i,208.6666667,261.3333333,2503,3506.666667,0
y,219.6666667,305.6666667,1855.333333,2263.666667,0
a~,188.6666667,424.3333333,1107.666667,2486.333333,1
2,137,341.6666667,1680.333333,2624,0
a,148.6666667,949,1628,2494,0
u,213,299.6666667,1162.333333,2433.666667,0
2,222.3333333,346,1415,2369.666667,0
a~,190,346.6666667,912.3333333,2428,1
u,217.3333333,313,1841.666667,3086,0
a~,196.6666667,368.6666667,794,2546.333333,1
a,205.3333333,868.3333333,1662.666667,2616.333333,0
a,110.6666667,909.6666667,1470,2316,0
e,255.6666667,385,2392.666667,3171.666667,0
2,205.6666667,368,2028,3104,0
2,198,348,1726,2728,0
9,180.6666667,511.6666667,1589.333333,2806,0
E~,261,432,1228.333333,2406,1
O~,219,439.3333333,2539.666667,3414.333333,1
3,234.3333333,417.3333333,2214.666667,3102.333333,0
i,243.6666667,313.3333333,2250.333333,3615.666667,0
O~,230.6666667,477.3333333,1640,2788.333333,1
9,169,475.6666667,1753.333333,2906,0
a~,205.3333333,369,977,2478,1
o,128.3333333,333.6666667,933.3333333,2778.333333,0
a,191.6666667,936.6666667,1668.666667,2595.666667,0
2,244.3333333,437.6666667,1652.333333,2716.333333,0
9,190,407.3333333,1699.666667,2749,0
3,195.6666667,381.6666667,2245,3058,0
E~,241.6666667,354,1281.666667,2355.666667,1
i,204,308.6666667,2465.333333,3613,0
e,219.6666667,355,2452.333333,3177.333333,0
E~,202,438.3333333,1280.333333,2452.333333,1
e,204.6666667,365.3333333,2421.333333,3261,0
o,207.3333333,391,1023.666667,2887.666667,0
e,198.6666667,337.6666667,2338,3151.666667,0
E~,188.3333333,580,1433.666667,2818.333333,1
e,205.3333333,397.3333333,2471,3275.666667,0
o,209,332.3333333,1172.666667,2688.333333,0
i,231,249,2034.666667,3257.333333,0
u,193.3333333,375,1013.666667,2456.666667,0
y,102,287.3333333,1715.333333,2209.666667,0
y,234,284,1994.333333,2452.666667,0
E~,187.6666667,365,1352.333333,2422,1
a~,205.3333333,435,853,2477,1
O~,197,295,1590.666667,2792.666667,1
u,279,345,983,2958.333333,0
O~,230.6666667,449,1765.333333,2541.333333,1
y,227,268.3333333,2201.333333,2503.333333,0
o,161.3333333,352.3333333,842.3333333,2867,0
a,183.3333333,713.6666667,1780,2789,0
i,195.6666667,246,2305,3427.333333,0
i,209.6666667,278,2433.333333,3654.333333,0
u,194,336.3333333,1452,2843.333333,0
E~,163.3333333,387,1737.333333,2806,1
y,180,319.3333333,2079,2514,0
O~,222.3333333,388.6666667,1483.666667,2977,1
i,212.3333333,234.6666667,2195,3294.666667,0
3,237.6666667,318.3333333,2371.666667,3140.333333,0
O~,211,389.6666667,1445,3050,1
a~,201.3333333,474.6666667,1357.666667,2594.333333,1
y,247,283.6666667,2139.333333,2489.333333,0
a,119.3333333,752.6666667,1683.333333,2651,0
e,207.6666667,342,2437,3296,0
a~,160.6666667,399,1492.666667,3099.333333,1
O~,110.3333333,476.6666667,1474,2431.333333,1
e,116.3333333,350,2340.666667,3142,0
o,175,342.3333333,902.3333333,2761.333333,0
e,164.3333333,353.6666667,2409,3157.666667,0
3,192.6666667,591,2046.333333,2841.333333,0
2,148.6666667,373,1822,2758.333333,0
e,208.6666667,358.6666667,2397.666667,3168.666667,0
3,193.3333333,556,2234,2974,0
a~,205,480,1180,2393,1
u,150.6666667,341,762.3333333,2629,0
O~,236.6666667,470,2107,3333.333333,1
y,193,289.3333333,2057.666667,2517.666667,0
o,212,315.3333333,1000.333333,2695.333333,0
E~,156.6666667,534,1319,2393.666667,1
e,222.6666667,391.6666667,2407,3269.333333,0
3,179.6666667,534.6666667,2207.333333,2942.666667,0
E~,190.3333333,383,1264.333333,2408.666667,1
2,214.6666667,381,1687.333333,2739.333333,0
9,173.3333333,439.3333333,1500.333333,2844.666667,0
u,261.3333333,318,1064.666667,2688.333333,0
3,216.6666667,360,2405.666667,3146,0
o,184.6666667,362,1022.333333,2582.333333,0
y,167,332.3333333,1772.666667,2374.333333,0
y,217.3333333,333.6666667,1659,2352,0
3,218.3333333,548.3333333,2203.666667,3024.333333,0
2,211,359,1754,2870.666667,0
o,204,392,1019.333333,2831.333333,0
9,197.6666667,564.6666667,1683.333333,2722.666667,0
9,229.6666667,447.6666667,1733.333333,2744,0
o,241,361.6666667,738,2562.333333,0
2,218.3333333,405,1830.333333,2708.333333,0
i,193.3333333,384.6666667,2580,3665.666667,0
2,191.3333333,317.3333333,1574.333333,2727.333333,0
a,179.6666667,825.3333333,1616.666667,2674,0
9,169.6666667,500.6666667,1762,2838.666667,0
a,181,797.6666667,1647.333333,2625.333333,0
a,122,915,1725,2510.666667,0
O~,196,497.6666667,1855.666667,2516,1
E~,236,487.6666667,1200,2326.333333,1
u,263.3333333,308.3333333,926.3333333,2968,0
9,188,442,1838.666667,2847.666667,0
a~,205.3333333,547.3333333,1457,3012.333333,1
2,206.6666667,332.6666667,1745,2628.333333,0
o,228.3333333,425,1016.333333,2885.333333,0
9,178.6666667,563.6666667,1753.333333,2809.333333,0
a~,186.3333333,416.3333333,896.3333333,2370,1
u,263.3333333,278.6666667,783,2758.333333,0
O~,242.3333333,483,1682.666667,3017,1
a~,148,484.6666667,900.3333333,2443,1
y,257.6666667,316.6666667,1861.666667,2182,0
u,200.6666667,294.6666667,1179,2172,0
a,200.6666667,770,1684.333333,2598.333333,0
e,120.3333333,396.6666667,2346,3017,0
E~,101.3333333,441.6666667,1267.666667,2483.333333,1
i,214,352.3333333,1362.666667,3100.333333,0
a,187,877.3333333,1752,2553,0
E~,179.3333333,487,1305.333333,2438,1
i,81,301,2413,3373.666667,0
a,204.3333333,828.6666667,1596.333333,2595,0
y,216.3333333,380,1787,2329,0
3,230,616.3333333,2079,2784.333333,0
o,233.3333333,446.6666667,1007.333333,2750.666667,0
u,233.3333333,362.3333333,767.3333333,2731,0
9,189.3333333,644,1808.333333,2729.333333,0
2,203,397.3333333,1797.666667,2491.333333,0
9,195.6666667,653.3333333,1719,2609.666667,0
e,224.6666667,452,2340.333333,3046,0
O~,214.6666667,501.3333333,981,2510.333333,1
i,240.6666667,297.6666667,2228.666667,3336,0
E~,225.3333333,694,1200.666667,2466.333333,1
3,248,437,2321.333333,3143,0
3,251.6666667,478.3333333,2279.666667,2943.666667,0
o,203.3333333,416,990.3333333,2777,0
y,228.6666667,388.6666667,1899.333333,2345.666667,0
3,222.3333333,609,2212.333333,2929.333333,0
9,219.6666667,633.6666667,1966.666667,2698,0
i,228,317,2267.333333,3487.666667,0
O~,234.6666667,481,1080,2588.333333,1
u,233,321.3333333,620.6666667,2595,0
u,54,399.6666667,1717.333333,2239,0
i,230.6666667,335.3333333,2252.666667,3365.333333,0
y,238.3333333,354,1882.666667,2383,0
a~,235,686,983.3333333,2469,1
2,210,426.3333333,1826,2540.333333,0
a,195.3333333,871,1631.666667,2827,0
u,257.6666667,344,1099,2504,0
2,220.6666667,435.6666667,1938,2514.666667,0
a~,227.6666667,612.3333333,940.6666667,2433,1
u,245.6666667,339.6666667,912.6666667,2547,0
a~,225,677.6666667,1020,2676.666667,1
a,208.3333333,774.3333333,1563,2469.666667,0
a,211.6666667,789,1869.333333,2792.666667,0
e,199,391.3333333,2387.333333,3074.666667,0
2,244,454,1872,2600.666667,0
2,229,455,1938,2617.666667,0
9,190,714.6666667,1612,2585.333333,0
E~,208,526,1237.666667,2452.333333,1
O~,217.3333333,477,1128.333333,2668.666667,1
3,201.3333333,591.3333333,2134,2769.666667,0
i,193.6666667,344.6666667,2256,3617,0
O~,215.6666667,449.6666667,1128,2474,1
9,219.6666667,663.3333333,1739.666667,2737.666667,0
a~,229.3333333,686.3333333,975.3333333,2590.666667,1
o,245.3333333,480,1113,2615.333333,0
a,224.3333333,767,1676.333333,2649,0
2,238,450.3333333,1804.666667,2533.666667,0
3,220.6666667,575.3333333,2119.333333,2877.666667,0
E~,217,613.6666667,1039.333333,2279.666667,1
i,213,356.3333333,2053,3403.333333,0
e,224.6666667,428,2322,3060,0
E~,223,699.6666667,1244,2540,1
e,191,538.6666667,2183,2986.666667,0
o,230,459.3333333,1120.333333,2526.666667,0
e,224,433.6666667,2181.333333,2792.333333,0
E~,209.3333333,561.3333333,1078.666667,2315,1
e,248.6666667,485.3333333,2330,2965.666667,0
o,222,442,1156.333333,2665.666667,0
i,194.6666667,337,2188,3293.333333,0
u,234,441.3333333,836,2751,0
y,222.6666667,359.6666667,2116.666667,2462.666667,0
y,227,355.3333333,1973.666667,2356.666667,0
E~,219.3333333,644,1107,2384.666667,1
a~,241.3333333,693.3333333,1000.666667,2408.333333,1
O~,204.6666667,445,1077.666667,2567.666667,1
u,253.3333333,467.6666667,1038.666667,2945.666667,0
O~,215.3333333,406.3333333,1191,2594,1
y,228,313.3333333,1800.333333,2221.666667,0
o,233.3333333,455,1012.666667,2635.666667,0
a,252.6666667,804.3333333,1818.666667,2896.666667,0
i,241.6666667,313,2174.333333,3384,0
i,225,348.6666667,2369,3386,0
u,250,407.3333333,848,2702,0
E~,209.3333333,544.6666667,1233,2348.666667,1
y,225.3333333,416.6666667,1852.333333,2393.666667,0
O~,254,557.3333333,1075,2614.666667,1
i,202,344.6666667,2174,3349.666667,0
3,207,419.3333333,2224,3006,0
O~,249,470.6666667,1371.666667,2680,1
a~,201,493.6666667,939.6666667,2476.333333,1
y,247,338.6666667,2021.666667,2650.666667,0
a,207,654.6666667,1880.666667,2850.666667,0
e,236.6666667,444,2323,3091,0
a~,239.3333333,596,970.3333333,2427,1
O~,235,480,1154.666667,2703,1
e,207.6666667,408.3333333,2357.666667,2977,0
o,218.6666667,470.6666667,1056.666667,2573,0
e,225.6666667,441.3333333,2307,3046,0
3,223.3333333,643.6666667,2193,2848,0
2,245.3333333,467,1915.666667,2738.666667,0
e,236.6666667,461.3333333,2365.666667,3071.666667,0
3,229,568.6666667,2222,2886.333333,0
a~,245.6666667,740,1118.333333,2305.666667,1
u,246,414.6666667,820.6666667,2790.666667,0
O~,238,456.6666667,1111.666667,2795,1
y,226,368.6666667,1999,2513.333333,0
o,207.3333333,416,1165,2621.333333,0
E~,209,589.6666667,1174,2626.333333,1
e,222,437.6666667,2364.666667,3012.666667,0
3,206,615.3333333,2219.333333,2966.333333,0
E~,219.3333333,658.6666667,1142,2496.666667,1
2,227.6666667,447,1716,2414.666667,0
9,204,670.3333333,1563,2542.333333,0
u,224,405.3333333,990.3333333,2467.666667,0
3,220.6666667,605,2252.333333,2867.333333,0
o,236,462.3333333,1051.666667,2643.333333,0
y,253.6666667,400.6666667,1637.333333,2353.666667,0
y,209.6666667,327.3333333,1901.666667,2296,0
3,228.3333333,643.6666667,2039.666667,2780.666667,0
2,221.3333333,429,1957.333333,2692,0
o,255.6666667,491.6666667,1086.333333,2739.333333,0
9,227.3333333,684.3333333,1751.333333,2736.666667,0
9,215.3333333,679,1606,2534.666667,0
o,229.6666667,449.6666667,1002,2704.333333,0
2,230.3333333,454.6666667,1808.666667,2503.333333,0
i,219.6666667,407,2157.333333,3269,0
2,200,421.3333333,1968.333333,2604.666667,0
a,208.6666667,807.3333333,1730.333333,2712.666667,0
9,197.6666667,639.3333333,1822.333333,2692.666667,0
a,209,805.3333333,1620.666667,2825.333333,0
a,222.6666667,838,1598,2779.666667,0
O~,217,438.6666667,961,2492,1
E~,223,650.6666667,1066.666667,2326.666667,1
u,251,461,928.3333333,2873.666667,0
9,200,632,1744,2570,0
a~,219.6666667,668,994.6666667,2726,1
2,217.6666667,413.6666667,1930,2433,0
o,226,445,1090.666667,2680,0
9,212.3333333,663.6666667,1762.666667,2689.666667,0
a~,228,648.3333333,975.3333333,2486,1
u,237,362.3333333,850,2415,0
O~,227,550.6666667,1047.666667,2917,1
a~,207.6666667,615,994.3333333,2581,1
y,215.3333333,353,1921.666667,2282.666667,0
u,238.3333333,427.6666667,887.6666667,2855.333333,0
a,201,702.6666667,1989.666667,2838,0
e,203.6666667,407.3333333,2233,2906.666667,0
E~,220,721.3333333,1251.333333,2714.333333,1
i,233,461.3333333,2166,3598.333333,0
a,214.6666667,850.6666667,1414.666667,2667.666667,0
E~,198,623.6666667,1106.666667,2271,1
i,225,315.6666667,2275.333333,3453.666667,0
a,238.3333333,920.6666667,1566.666667,3076.666667,0
y,260.3333333,391,1812.666667,2398.333333,0
3,274,731.3333333,2052.666667,2881.666667,0
o,238,518.3333333,1130.666667,2891.333333,0
u,239.6666667,322,915.6666667,2613.666667,0
9,241.3333333,665.6666667,1745,2904.333333,0
2,264.3333333,494.6666667,1879.666667,2828.666667,0
9,211.6666667,732,1861,3026.333333,0
e,228.3333333,488.3333333,2469.666667,3337,0
O~,255.3333333,337.6666667,1202.333333,3045.666667,1
i,273.3333333,380.3333333,2348.666667,3832.333333,0
E~,247.6666667,811.3333333,1473.666667,3000.666667,1
3,269.3333333,703,1366,2419.666667,0
3,264.6666667,664,1412.333333,2848.333333,0
o,223.6666667,528.3333333,999,3361,0
y,232,343.3333333,1929.666667,2595,0
3,269,647.3333333,1533.666667,2700.666667,0
9,252,712.3333333,1789.666667,2860.333333,0
i,234,329.3333333,2440.666667,3785.333333,0
O~,241,412.3333333,1216,2745,1
u,236,339,685.6666667,2712,0
a~,253,750.3333333,1477.333333,2824.333333,1
i,257.6666667,317.3333333,2297.666667,3641,0
y,242.3333333,323,1925.666667,2395.333333,0
a~,201.3333333,796.6666667,1078.666667,2672.333333,1
2,153,548,1747,2871,0
a,245.3333333,951,1587.333333,3072,0
u,242.6666667,323.3333333,922,2485,0
2,229,536.6666667,1667.333333,2516.666667,0
a~,240,733.3333333,991.6666667,2815.666667,1
u,166.6666667,349.6666667,810,2576.666667,0
a~,250.6666667,746.3333333,1546.666667,3292,1
a,250,950.6666667,1680.666667,3195,0
a,272.3333333,869,1404.333333,2640,0
e,225.3333333,528,2504.666667,3349,0
2,240.3333333,483,1952.666667,2872.666667,0
2,231,438.3333333,1891,2863.333333,0
9,233,812.3333333,1771,3099,0
E~,237.6666667,782.6666667,1378.333333,3042.666667,1
O~,231,355,1308,2703,1
3,269.3333333,728.3333333,2238,3197,0
i,237,320.6666667,2314.333333,3868.333333,0
O~,239.3333333,389.6666667,1279,2689,1
9,270,721.3333333,1737.333333,2997.333333,0
a~,272.6666667,730.3333333,1162.666667,2265.333333,1
o,262,493.6666667,1129.666667,2922,0
a,253.3333333,904.6666667,1677.333333,3194,0
2,236.6666667,525.6666667,1749.333333,2768.333333,0
3,273,701.6666667,1843,3178.666667,0
E~,261.3333333,515.6666667,1211,2368,1
i,200.6666667,344.6666667,2353.666667,3759.666667,0
e,261,530,2435.666667,3351.333333,0
E~,221.3333333,634.3333333,1242,2164,1
e,230.3333333,530.3333333,2509,3507.666667,0
o,233.3333333,494,1055.333333,2777.666667,0
e,236.6666667,492,1990.333333,3206,0
E~,230.3333333,724.6666667,1375,3059,1
e,229,467.6666667,2509,3287.666667,0
o,266.3333333,498,1054.333333,2753.666667,0
i,224.6666667,301,1761,2748.666667,0
u,238.6666667,351,866,2788.333333,0
y,238.3333333,317.3333333,2180.666667,2465,0
y,226.6666667,305.6666667,2167.333333,2603.666667,0
E~,259,740,1404,3112.666667,1
a~,227.6666667,673,1430.333333,2675.333333,1
O~,245.6666667,385.6666667,1249,2587.333333,1
u,210,354.3333333,987.3333333,2622.666667,0
O~,267.6666667,352.6666667,1252,2531.333333,1
y,205.6666667,326.6666667,1995.666667,2381.666667,0
o,229,482,1024,3007.666667,0
a,262.6666667,939,1526.333333,3193.666667,0
i,229.6666667,354,2181.333333,3288,0
i,272,345,2080.333333,3292,0
u,200.6666667,344,873.6666667,2575.333333,0
E~,231,765.6666667,1343,2964,1
y,221.6666667,393.6666667,1777.333333,2599.333333,0
O~,245,337.6666667,1334,2684,1
i,247,359.6666667,2271.666667,3664.333333,0
3,251.6666667,709,2363.666667,3324.333333,0
O~,241.3333333,370.3333333,1234,2819,1
a~,267,633.3333333,991.3333333,2844.666667,1
y,239,324.6666667,1906.666667,2749,0
a,258.3333333,910.6666667,1697.666667,3106.666667,0
e,234,519.6666667,2484.333333,3292.333333,0
a~,259.3333333,509.3333333,976.6666667,2421,1
O~,205,399.3333333,1193.333333,2578,1
e,270,524,2466,3417.333333,0
o,238,563.6666667,1134.666667,2959.333333,0
e,255.6666667,527.6666667,2562,3332.666667,0
3,229.3333333,736.6666667,1782,2989.333333,0
2,252.6666667,519,1837.333333,2909.333333,0
e,237.3333333,505,2484.333333,3346,0
3,251.3333333,736.6666667,2194.666667,3157,0
a~,219,770.3333333,1408.666667,3129.666667,1
u,207.3333333,376.6666667,929.3333333,2973.333333,0
O~,224.6666667,394.6666667,1283,2732.666667,1
y,208,320,2057.666667,2765,0
o,228.6666667,474.6666667,1146.666667,3097.666667,0
E~,256,632.6666667,1317.666667,2876.333333,1
e,235.3333333,511,2519,3344.333333,0
3,256.6666667,773,2437,3461,0
E~,263,642.3333333,1289.666667,3097.666667,1
2,227.3333333,461.3333333,1822.666667,2760.666667,0
9,224.3333333,788.6666667,1730.333333,2998.333333,0
u,239.6666667,399,1088,2789,0
3,239,716.6666667,1823.333333,2736.666667,0
o,236.3333333,553.6666667,1109,2966.333333,0
y,201,325.6666667,1817.666667,2360.333333,0
y,212.6666667,348,2041.666667,2581.666667,0
3,250,696,2365.333333,3255.666667,0
2,268.6666667,521.6666667,1718.333333,2881.333333,0
o,224.3333333,516.3333333,1040.333333,3241.666667,0
9,262.6666667,745.3333333,1824,3065.666667,0
9,231,834,1847.333333,3255,0
o,236,505.6666667,934.3333333,2940.666667,0
2,273.6666667,499.6666667,1943.666667,2622,0
i,264.3333333,373.3333333,2083,3409.666667,0
2,234,540,1839.666667,2481,0
a,230.6666667,828.6666667,1362.666667,2181.666667,0
9,269,705,1900.666667,3007,0
a,252.3333333,916,1343.333333,2136.333333,0
a,250.6666667,785.6666667,1268.333333,1733.666667,0
O~,234.3333333,358,1249.333333,2612,1
E~,239.3333333,717.3333333,1288,2167,1
u,243.6666667,366.6666667,933.3333333,2965,0
9,240.6666667,709,1885.333333,2991.333333,0
a~,250.3333333,509.3333333,911,2645.333333,1
2,262.3333333,473,1926.666667,2640.666667,0
o,238.6666667,543.3333333,1148.666667,3135.333333,0
9,276,725.6666667,1785,2922,0
a~,261.3333333,821,1074.666667,2475.666667,1
u,166.3333333,353,949.3333333,2688.666667,0
O~,256.6666667,380.6666667,1238.666667,2974.333333,1
a~,264.3333333,760,1407,3312.333333,1
y,233.6666667,313.3333333,1760.666667,2385.666667,0
u,238.3333333,371.3333333,897,2660,0
a,258.6666667,915,1794.666667,3092.333333,0
e,274.6666667,519,2332.333333,3356,0
E~,251.3333333,628.3333333,1481.333333,2666.333333,1
i,240.6666667,312.6666667,1093.666667,2897,0
a,224,897.3333333,1439,2182,0
E~,245.3333333,557.3333333,1167.666667,1540.666667,1
i,192.6666667,346.3333333,2170.333333,3428,0
a,118.3333333,686,1386.333333,2598.666667,0
y,127.6666667,386.6666667,1897.333333,2646.666667,0
3,124,526,1846.666667,2666.666667,0
o,109.3333333,416.6666667,927,2476.333333,0
u,146.6666667,325,921.6666667,2525,0
9,119.6666667,483.3333333,1613,2624.333333,0
2,125,336.6666667,1515.666667,2374,0
9,143.3333333,498,1446.666667,2454.666667,0
e,128.3333333,376.3333333,2136,2936.666667,0
O~,115.6666667,583.3333333,2154.666667,3427.666667,1
i,112.6666667,284.3333333,2269,3228,0
E~,109.3333333,757.3333333,1427,3024,1
3,110,459.3333333,1908,2870.666667,0
3,140.6666667,412.6666667,2114.333333,2858.333333,0
o,114,383.6666667,700,3042,0
y,133.6666667,350.3333333,1640.666667,2293.666667,0
3,144.3333333,535.3333333,1823.333333,2924,0
9,134.6666667,504.3333333,1585,2524.333333,0
i,170.6666667,278.3333333,2286.333333,3422,0
O~,115,582.6666667,2077.666667,3129,1
u,112.6666667,327.6666667,768,2444.666667,0
a~,117.3333333,799.6666667,1695.333333,3381.333333,1
i,177.6666667,278.3333333,2181.333333,3305.666667,0
y,111.3333333,278.3333333,1992,2401.333333,0
a~,112,626.6666667,1627,3098.666667,1
2,145.3333333,305.6666667,1594,2562,0
a,127,658.6666667,1545.333333,2714.666667,0
u,128.3333333,301.3333333,848.6666667,2266.333333,0
2,129,373.6666667,1529.666667,2407.333333,0
a~,110,686.3333333,1726,2919,1
u,130,299.3333333,656.3333333,2432.666667,0
a~,124,702.3333333,1677.333333,3122.666667,1
a,118.6666667,640.6666667,1476.333333,2729,0
a,115.6666667,740.3333333,1422,2751.666667,0
e,111.6666667,337.6666667,2225.333333,2884,0
2,128,356.3333333,1729.666667,2536,0
2,123.6666667,335,1616,2431.333333,0
9,112.6666667,552,1427.333333,2548.333333,0
E~,116.3333333,717.3333333,1360.666667,2950.333333,1
O~,132,767.3333333,1963.333333,3363.333333,1
3,113.6666667,484.3333333,1997.666667,2841.666667,0
